outage_id,Zone,Circle,Feeder,Type of Outage,Status,Start Time,End Time,Diff in mins
1890470,North,JALANDHAR,11KV Mithapur Feeder,Unplanned,Active,2026-06-29T12:40:01Z,2026-06-29T13:00:16Z,20
1890469,South,SANGRUR,MNH INDUSTRIES BHARO,Unplanned,Active,2026-06-29T12:38:00Z,2026-06-29T13:38:46Z,60
1890464,West,FARIDKOT,11 KV Dana Mandi,Planned,Active,2026-06-29T12:32:27Z,2026-06-29T14:30:27Z,118
1890463,West,FARIDKOT,JALALABAD UPS,Planned,Active,2026-06-29T12:32:27Z,2026-06-29T14:30:27Z,118
1890462,West,FARIDKOT,Neel Giri,Planned,Active,2026-06-29T12:32:27Z,2026-06-29T14:30:27Z,118
1890461,West,FARIDKOT,CHUGGA UPS,Planned,Active,2026-06-29T12:32:27Z,2026-06-29T14:30:27Z,118
1890467,West,FARIDKOT,11 KV PANDORI GATE URBAN,Planned,Active,2026-06-29T12:32:13Z,2026-06-29T14:31:13Z,119
1890466,West,FARIDKOT,11 KV LOHGARH URBAN FEEDER,Planned,Active,2026-06-29T12:32:13Z,2026-06-29T14:31:13Z,119
1890471,West,FEROZPUR,MADHRE,Unplanned,Active,2026-06-29T12:31:00Z,2026-06-29T13:33:00Z,62
1890454,West,FARIDKOT,TAIBAN (Sherpur),Planned,Active,2026-06-29T12:30:25Z,2026-06-29T14:29:25Z,119
1890453,West,FARIDKOT,11KV KHAMBE UPS..,Planned,Active,2026-06-29T12:30:25Z,2026-06-29T14:29:25Z,119
1890452,West,FARIDKOT,RASULPUR,Planned,Active,2026-06-29T12:30:25Z,2026-06-29T14:29:25Z,119
1890451,West,FARIDKOT,DHOLEWALA UPS,Planned,Active,2026-06-29T12:30:25Z,2026-06-29T14:29:25Z,119
1890468,East,ROPAR,Jain feeder,Planned,Active,2026-06-29T12:30:00Z,2026-06-29T13:30:00Z,60
1890465,East,ROPAR,Golhani,Planned,Active,2026-06-29T12:30:00Z,2026-06-29T13:30:00Z,60
1890459,West,FARIDKOT,11 KV CHAMB UPS,Planned,Active,2026-06-29T12:29:54Z,2026-06-29T14:29:54Z,120
1890458,West,FARIDKOT,Manjhli UPS,Planned,Active,2026-06-29T12:29:54Z,2026-06-29T14:29:54Z,120
1890457,West,FARIDKOT,Chodhri wala UPS,Planned,Active,2026-06-29T12:29:54Z,2026-06-29T14:29:54Z,120
1890456,West,FARIDKOT,CHAK SINGH PURA,Planned,Active,2026-06-29T12:29:54Z,2026-06-29T14:29:54Z,120
1890455,West,FARIDKOT,BHOIPUR UPS,Planned,Active,2026-06-29T12:29:54Z,2026-06-29T14:29:54Z,120
1890449,West,FARIDKOT,JANER UPS NEW,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:28:02Z,119
1890448,West,FARIDKOT,DAMU SHAH,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:28:02Z,119
1890443,West,FARIDKOT,SUNDER NAGAR,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:24:07Z,115
1890442,West,FARIDKOT,BABA TULSI DASS   (URBAN-11 kik),Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:24:07Z,115
1890441,West,FARIDKOT,11KV SIDHU FARM URBAN,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:24:07Z,115
1890440,West,FARIDKOT,11 KV GAGRA UPS,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:24:07Z,115
1890439,West,FARIDKOT,KOT ISE KHAN,Planned,Active,2026-06-29T12:29:02Z,2026-06-29T14:24:07Z,115
1890446,West,FARIDKOT,11 KV Dattewala UPS,Planned,Active,2026-06-29T12:28:44Z,2026-06-29T14:24:44Z,116
1890445,West,FARIDKOT,KHOSA RANDHIR (Randila),Planned,Active,2026-06-29T12:28:44Z,2026-06-29T14:24:44Z,116
1890444,West,FARIDKOT,KHOSA KOTLA,Planned,Active,2026-06-29T12:28:44Z,2026-06-29T14:24:44Z,116
1890447,West,FARIDKOT,UPS Fatehgarh-Korotana,Planned,Active,2026-06-29T12:28:31Z,2026-06-29T14:25:31Z,117
1890437,South,PATIALA,UPS (TODARPUR),Unplanned,Active,2026-06-29T12:21:00Z,2026-06-29T12:44:00Z,23
1890436,West,FARIDKOT,JANER UPS NEW,Unplanned,Closed,2026-06-29T12:19:11Z,2026-06-29T12:27:22Z,8
1890435,West,FARIDKOT,DAMU SHAH,Unplanned,Closed,2026-06-29T12:19:11Z,2026-06-29T12:27:43Z,8
1890450,East,MOHALI,JUJHAR NAGAR,Unplanned,Active,2026-06-29T12:18:00Z,2026-06-29T13:41:00Z,83
1890434,South,SANGRUR,11 KV BHRAMKUMARI,Unplanned,Active,2026-06-29T12:14:25Z,2026-06-29T13:46:54Z,92
1890433,South,SANGRUR,Hamirgarh City,Planned,Active,2026-06-29T12:12:44Z,2026-06-29T12:42:45Z,30
1890432,West,FEROZPUR,NANAKSIR,Unplanned,Active,2026-06-29T12:08:00Z,2026-06-29T13:12:00Z,64
1890431,Border,CITY AMRITSAR,Cheel Mandi,Unplanned,Active,2026-06-29T12:05:44Z,2026-06-29T12:45:12Z,39
1890430,East,Zirakpur,Jastna Kandi Pure AP,Unplanned,Active,2026-06-29T12:04:00Z,2026-06-29T12:46:00Z,42
1890429,East,Zirakpur,MIAN PUR,Unplanned,Active,2026-06-29T12:04:00Z,2026-06-29T12:45:00Z,41
1890428,West,FEROZPUR,11 KV NAMAK MANDI,Unplanned,Active,2026-06-29T11:56:00Z,2026-06-29T12:52:00Z,56
1890427,West,FEROZPUR,11 KV INDUSTRIAL,Unplanned,Active,2026-06-29T11:56:00Z,2026-06-29T12:57:00Z,61
1890426,West,FEROZPUR,LAKHA HAZI UPS,Unplanned,Active,2026-06-29T11:55:00Z,2026-06-29T12:52:00Z,57
1890425,West,FEROZPUR,HABIB WALA,Unplanned,Active,2026-06-29T11:53:00Z,2026-06-29T12:54:00Z,61
1890424,West,FEROZPUR,Police Line,Unplanned,Closed,2026-06-29T11:46:00Z,2026-06-29T12:31:00Z,45
